,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
1633,"fantasyphile ""fantasyphile""",4.0,it memory card it works gets job done hasnt failed yet knock wood,2013-06-25,531,0,0,0,0,0.0,0.0
1634,Faris,5.0,sandisk best i trust cause take care quality packing great,2013-03-10,638,0,2,2,-2,0.0,0.0
1635,FastEarle,5.0,works exactly should no issues samsung galaxy s have noticed speed issues well i use plenty movies,2014-05-25,197,0,0,0,0,0.0,0.0
1636,FawnM,5.0,i wish i could install one head but i settle installing brain the increased memory tablet great allowing use many things,2013-04-09,608,0,0,0,0,0.0,0.0
1637,Faxanadu,5.0,got dell venue pro tablet works well fast least tablet memory speed true ssd sandisk gives good quality reasonable price goes sale often amazon look deal,2014-01-24,318,1,0,1,1,1.0,0.2065493143772374
1638,fayaman,1.0,dont even waste time buying memory card gb written actually even less gb thats iti never experienced deceptioni tried loading pics music data day one matter take gb data realise till read stories similar memory cards state gb would contain smaller memory capacity often times even less gbi bought card what big wastenow scared buying memory cards amazon online elsewherei dear againit sealed sanddisk packet thinking must originalalasit big wastei lost confidence buying memory card amazon,2013-01-10,697,0,0,0,0,0.0,0.0
1639,F. Costela,5.0,i took advantage irresistible offer amazon gb card performed like charm rokuim satisfied suggest anyone looking fast micro cards give look one,2012-10-10,789,0,0,0,0,0.0,0.0
1640,FearNot,5.0,i bought put wifi enabled usb flash drive it works fine i get entire cd collection it goal,2014-01-21,321,0,1,1,-1,0.0,0.0
1641,Federico,4.0,fast safe good quality excellent performacea bit expensive comparing models store,2014-11-01,37,0,0,0,0,0.0,0.0
1642,Felipe,5.0,cant comment reading speeds flac audio files run smoothly sansa sandisk never failed cards i assume hold that not ill update,2013-08-31,464,0,0,0,0,0.0,0.0
1643,Fernando D Marrero,4.0,does suppose do good price the delivery shipong fast this isy third piece i use dash car cameras,2014-08-02,128,0,0,0,0,0.0,0.0
1644,Fernando,5.0,excellent product fast lots space i using samsung galaxy s issues recommended,2014-05-26,196,0,0,0,0,0.0,0.0
1645,Fern,5.0,bought wife able record tv programs phone hand baby car starts get fussy this thing holds lot the phone takes little longer start since open media much great,2013-09-05,459,0,0,0,0,0.0,0.0
1646,F. E. Smith,5.0,i purchased micro memory card gps when i updated maps recently gps ran room i could longer put entire us map it this card fits neatly gps slot adds enough memory gps work i fix place long know well continue work the adapter looks handy i another use card,2013-07-27,499,0,0,0,0,0.0,0.0
1647,"ffabric ""ffabric""",4.0,got yesterday gb item installed new samsung tab turned on tab saw right away i decided format it took couple seconds i good go it shows i memory units available must use rest overhead i guess i used yet i sure work fine if i problems i note here also i great praise i note also at i guess good price i see maybe i shoulda ordered two them this first time lap top i big learning curve i got lap top costco last week i sure hope old dog learn new tricks,2013-07-12,514,0,0,0,0,0.0,0.0
1648,F. Gonzalez,5.0,i use primarily store music photos sd card the camera writes card directly i notice difference speed i formatting issues first thing i i popped phone format using builtin option settings it worked flawlessly month,2013-08-01,494,0,0,0,0,0.0,0.0
1649,Fidel Ayala,4.0,really good deal definitely good way save money buying item less memory buying one lot cheaper,2014-06-05,186,0,0,0,0,0.0,0.0
1650,Fishdog,4.0,i bought one gopro last year ended putting tablet last week ordered another one gopro after trip next week go phone guess ill need another one next trip,2014-01-06,336,0,0,0,0,0.0,0.0
1651,FissionXMailed,5.0,got transformer infinity tablet gb decent amount begin with however i wanted microsd double decent storage size i decided go sandisk since ive never gotten bad portable storage beforemicrosd still working fine tablet has videos i wanna watch go i tablet also useful store apps installation,2013-06-11,545,0,0,0,0,0.0,0.0
1652,"Fitzroy Ferguson ""Gubbayouth""",4.0,this s wanted i many songs take around i get bigger card one great no memory issues time soon,2013-12-16,357,0,0,0,0,0.0,0.0
1653,Flammulation,5.0,adds extra storage phone flawlessly the uhs means really fast speed too highly recommend get one phonetablet take one,2014-01-18,324,0,0,0,0,0.0,0.0
1654,FlanMaster,5.0,prossmallcompact gbhcconsnone farthis unit micro sd card quickly i bought sons android tablet memory extension run apps directly sd card problems,2014-07-05,156,0,0,0,0,0.0,0.0
1655,"F. Latchaw ""HP4+ in a T90""",5.0,the micro card excellent intended purpose i bought several problems them that i like deal cards size absolutely bearing performance rating i never used adapters cannot comment,2014-03-14,269,0,0,0,0,0.0,0.0
1656,Flavio O. Dias,5.0,i saw difference another gb came digital camera really faster othernow im using smartphone without problems far,2014-06-14,177,0,0,0,0,0.0,0.0
1657,Floline Media,5.0,purchased samsung galaxy tab worked fine pretty fast nice amount storage sandisk good brand,2014-06-25,166,0,0,0,0,0.0,0.0
1658,floralpark,4.0,holds lots video memory small compact convenience travel due small size need remember place it,2013-12-16,357,0,0,0,0,0.0,0.0
1659,Florence,5.0,where else get legitimate micro sdhc gb memory cards price the speed mbs fast low cost gb cannot go wrong name brand san disk i got ripped buying imitation unpackaged memory cards worked days,2013-11-12,391,0,0,0,0,0.0,0.0
1660,Florida Diver,4.0,used gopro user reviews indicated gb cards work well just buy them i recorded photos minutes video gb card,2013-05-30,557,0,0,0,0,0.0,0.0
1661,F. Loucks,5.0,i cant complain the memory card job i recieved memory card quickly i issues card yet,2014-12-03,5,0,0,0,0,0.0,0.0
1662,Flybob,4.0,what i say memory card it remembers supposed to at least remembers well better i doonly problem i micro sd cards theyre small theyre easy lose if things get smaller start inhaling accident sneeze something,2013-05-23,564,0,0,0,0,0.0,0.0
1663,Foo Y.,5.0,still going strong months htc phone did get disconnected times though sure due card phone hopefully last,2013-12-30,343,0,0,0,0,0.0,0.0
1664,fordman,5.0,i buy thru amazon ive tried ebay always come thru i got messed four times real recourse lose paypal nobodies pal and rack terrible others take advise stick one always came thru every time me amazon amazon hrhodes,2014-09-07,92,0,0,0,0,0.0,0.0
1665,"fotos.david ""f/d""",5.0,works cameras remote screw works well fuji x red even makes fine would like black,2014-02-18,293,0,0,0,0,0.0,0.0
1666,"four wheeler ""dangrouche""",5.0,designed,2014-07-14,147,0,0,0,0,0.0,0.0
1667,Foxtrot87,5.0,this nice storage device works well comes standard size sd card adapter worth purchasingaustin,2013-04-20,597,0,0,0,0,0.0,0.0
1668,Fralish J&amp;K,5.0,i got use gopro hero fit worked well since camera come micro sd forced find one choose one cheapest could find time this made little weary product receiving using complaints it stores preview picturesvideos highest resolution hd quality preview on i looked pictures videos inch tv like watching hd tv,2014-07-05,156,1,0,1,1,1.0,0.2065493143772374
1669,framitz,5.0,it works fine phone the phone detected errors first used i worried i let phone reformat good excellent pricebeware may work older devices,2014-08-01,129,0,0,0,0,0.0,0.0
1670,Francisco Anaya,4.0,comore esta memorka para completar mi nueva samsunb galaxy tab funciono muy bienahora tengo gb de memoria para alamcenar info,2013-02-01,675,0,0,0,0,0.0,0.0
1671,Francisco Barros,5.0,i use samsung galaxy s works great space save documents pictures,2013-11-06,397,0,0,0,0,0.0,0.0
1672,Francisco Buenaventura,5.0,get want it plenty space keep best shots memories its best price reasonable,2014-03-06,277,0,0,0,0,0.0,0.0
1673,Francisco,5.0,this necessary need space storage phone microsd card gb perfect,2013-05-11,576,0,0,0,0,0.0,0.0
1674,"Francisco Jose Ayala ""fr23""",5.0,this card fast works really well s prepare last the app good best gives option back phone,2012-09-21,808,0,0,0,0,0.0,0.0
1675,Francisco Ortiz,5.0,use phone apps installed speed great havent issues brand noe still today,2013-08-28,467,0,0,0,0,0.0,0.0
1676,"Francis L. Moore ""Pete Moore""",5.0,this great damned thing really small i one i put lost good,2013-09-25,439,0,0,0,0,0.0,0.0
1677,Franco,5.0,i two these one smartphones work great ultras far surpass basic microsds,2013-10-04,430,0,0,0,0,0.0,0.0
1678,Fran,5.0,the sandisk ultra gb microsdhc memory card good value money it doubles memory new samsung galaxy s perceptible delay access card builtin memory,2012-09-11,818,0,0,0,0,0.0,0.0
1679,Frank Hagan,5.0,class sd cards certified certain high demanding applications like cameras we use pair htc one cell phones fantastic luck them,2013-05-29,558,0,0,0,0,0.0,0.0
1680,Frankie A.,5.0,works great note ii no issues reads writes fast no corrupted files note ii issues reading card my friend bought brand card cheaper every often gets card found error good buy,2013-10-29,405,0,0,0,0,0.0,0.0
1681,FrankieBoy,5.0,i got gb card placed sony cyber tx camera ran preparation program seconds low behold works perfectly shooting taking hd movie highest res pictures used sony software download recognized card gb camera could probably take micro card,2012-10-25,774,0,0,0,0,0.0,0.0
1682,"Frankie ""Frankie""",5.0,i bought gb version samsung proclaim android phone straight talk wireless model removed current gb card phone put one card reader mac put new gb card another card reader mac copied phone files new card saving old gb backup now note i formatting new card read mac phone inserted gb phone booted problems first hour use will update i notice overheating card failure etc reported others here im showing gb available storage card received amazon before copying files it,2013-04-01,616,1,0,1,1,1.0,0.2065493143772374
1683,Franklin Tineo,5.0,best quality memories super fast wonderful cantiad gigas good best brand speed,2013-02-18,658,0,0,0,0,0.0,0.0
1684,Frank Mellott,5.0,i bought use new gopro hero black works great i like fact comes adapter though i really wish wed move usb adapters standard accessory highly recommend,2013-03-30,618,0,0,0,0,0.0,0.0
1685,frank piedmont,5.0,go pro hero black works good hold ton videos pics fair price shopping around thanks prime maximum go pro take it,2014-06-07,184,0,0,0,0,0.0,0.0
1686,Frank Spikes,5.0,works great note had problems installing i format anything i put in turned phone back everything transferred quicklythanks,2013-03-02,646,0,0,0,0,0.0,0.0
1687,Fred Anderson,5.0,using lg smartphone recommended speed memory card so i ordered booted went service problem no reason think i problem,2014-04-19,233,0,0,0,0,0.0,0.0
1688,Freddy M,5.0,cant beat price,2014-12-07,1,0,0,0,0,0.0,0.0
1689,Frederico,3.0,i ordered frustration free for i really know why surprise package already openamazon trying make life much easier i even need open anything anymore ironymaybe someone messed card maybe not im never ordering anything frustration free packageill test card update reviewupdateafter testing card contacting sandisk it im able confirm card authenticthe star review reflect packaging i might use next time,2014-02-19,292,0,0,0,0,0.0,0.0
1690,fred,5.0,got easy open package card worked first time samsung pad recognized it cards bit expensive though,2013-01-02,705,0,0,0,0,0.0,0.0
1691,Fred,5.0,works priced right adaptornow i fill words meet minimum requirement e,2013-04-19,598,0,0,0,0,0.0,0.0
